timestamp,example,battery,pressure
01:00:58,504.6326,404.2267,757.3535
01:00:59,500.2578,398.3977,757.2533
01:01:00,495.5252,405.7833,757.4189
01:01:01,497.7731,399.4713,756.9821
01:01:02,496.8153,399.2687,757.1925
01:01:03,507.0514,397.3072,756.8843
01:01:04,498.1532,397.623,757.4981
01:01:05,502.2442,397.1411,757.0634
01:01:06,499.4227,401.0617,757.2824
01:01:07,502.6658,404.7911,757.0862
01:01:08,497.7055,401.5824,757.1188
01:01:09,495.7932,402.5626,756.6559
01:01:10,495.7329,404.0255,757.0878
01:01:11,501.4646,392.5014,757.076
01:01:12,499.4679,399.4973,756.3193
01:01:13,499.4118,401.059,756.6484
01:01:14,504.2579,402.1518,756.5021
01:01:15,500.8748,396.0854,756.6126
01:01:16,500.5934,396.9824,756.3599
01:01:17,504.7631,402.3721,756.5344
01:01:18,497.5866,399.6503,756.5466
01:01:19,502.0899,401.6593,756.4246
01:01:20,502.5053,397.1181,756.3006
01:01:21,499.2689,395.0986,756.0149
01:01:22,500.647,402.2836,756.2329
01:01:23,496.5025,403.5799,756.0658
01:01:24,496.5561,404.8962,755.8629
01:01:25,500.3146,395.4034,756.0563
01:01:26,502.1668,395.9894,755.9746
01:01:27,507.7565,395.5785,756.004
01:01:28,497.9993,399.875,756.1133
01:01:29,500.562,398.1535,755.9795
01:01:30,499.7525,403.9425,756.0751
01:01:31,494.2009,395.6348,755.618
01:01:32,498.6831,394.773,755.5411
01:01:33,494.616,400.6159,755.6454
01:01:34,502.5211,403.5788,755.8918
01:01:35,497.3359,397.5915,755.8269
01:01:36,500.3003,396.2031,755.4924
01:01:37,498.3664,399.552,755.35
01:01:38,500.9106,395.0907,755.1174
01:01:39,498.199,400.052,755.5085
01:01:40,501.4699,402.4852,755.3318
01:01:41,502.2181,400.6532,755.0451
01:01:42,505.1357,394.2723,755.1678
01:01:43,499.4176,398.3895,754.8233
01:01:44,493.5849,399.0939,755.2303
01:01:45,497.4812,405.4407,755.0651
01:01:46,504.0638,402.7446,755.3823
01:01:47,496.7835,399.8288,754.741
01:01:48,502.8829,403.9281,755.1644
01:01:49,500.3721,396.8658,754.9571
01:01:50,504.3101,398.9552,754.9037
01:01:51,494.1173,404.2377,754.9899
01:01:52,499.4069,404.5071,755.0454
01:01:53,496.3765,402.1911,754.5534
01:01:54,508.724,401.4723,754.9931
01:01:55,502.4757,398.2416,754.4498
01:01:56,504.1369,402.2347,754.4402
01:01:57,496.8255,397.5155,754.4846
01:01:58,498.5942,401.7236,754.7313
01:01:59,499.1826,400.8455,754.3358
01:02:00,503.2953,403.4179,754.5834
01:02:01,499.1664,398.7224,754.5663
01:02:02,502.1046,401.9084,754.4833
01:02:03,493.8446,402.3795,754.5328
01:02:04,498.9385,397.3049,754.1576
01:02:05,497.5292,400.4687,754.565
01:02:06,495.2688,404.7918,754.3585
01:02:07,501.5239,400.3373,754.4552
01:02:08,500.846,399.0741,754.0868
01:02:09,500.1004,401.37,754.2693
01:02:10,495.999,399.1747,754.4108
01:02:11,503.3825,401.3294,754.4156
01:02:12,501.0505,399.5957,754.1744
01:02:13,499.1028,399.945,753.8002
01:02:14,500.0687,401.3824,753.9323
01:02:15,499.214,404.0869,754.1772
01:02:16,494.7494,401.3556,754.2753
01:02:17,499.143,404.9452,754.1932
01:02:18,497.5059,393.9149,753.9633
01:02:19,497.0624,398.6522,754.521
01:02:20,496.5308,400.708,754.0742
01:02:21,498.3993,397.4945,754.2215
01:02:22,493.9921,396.1721,753.9551
01:02:23,502.8927,401.8511,753.8063
01:02:24,501.5602,401.8381,754.1586
01:02:25,499.9399,400.8681,754.2225
01:02:26,499.8957,401.1859,754.374
01:02:27,497.6055,397.3883,753.8996
01:02:28,503.0561,398.5069,753.6768
01:02:29,499.6003,399.68,754.3241
01:02:30,497.8564,397.9365,754.0528
01:02:31,504.0542,400.9956,753.7752
01:02:32,499.3257,407.0957,753.8906
01:02:33,498.2329,398.5533,753.8436
01:02:34,499.1187,401.9423,754.2418
01:02:35,497.4562,396.8967,754.1334
01:02:36,496.6396,404.0187,754.0701
01:02:37,507.578,397.0926,754.0774
01:02:38,504.9665,400.6261,753.874
01:02:39,500.9226,398.1442,754.247
01:02:40,496.2286,401.536,754.129
01:02:41,497.4036,400.0341,754.0199
01:02:42,499.4704,399.868,754.0488
01:02:43,502.3742,408.8473,754.0802
01:02:44,496.004,398.1099,753.939
01:02:45,493.0104,399.8594,754.2818
01:02:46,495.6527,408.0491,754.4301
01:02:47,501.0005,396.5599,754.6657
01:02:48,501.1741,401.659,754.2921
01:02:49,501.355,396.7706,754.0482
01:02:50,499.6091,403.0919,754.2755
01:02:51,500.5511,400.9826,754.0574
01:02:52,498.5715,401.9564,754.1609
01:02:53,502.5861,399.1634,754.1774
01:02:54,495.9149,400.7356,754.1692
01:02:55,501.3651,404.4175,754.4392
01:02:56,497.4539,393.1747,754.1691
01:02:57,498.9953,395.1001,754.5553
01:02:58,501.6584,401.2464,754.6115
01:02:59,503.1173,398.0357,754.6915
01:03:00,496.6471,399.111,754.5123
01:03:01,503.782,395.5092,754.6736
01:03:02,501.9804,397.2855,754.9446
01:03:03,499.7964,398.7875,754.6297
01:03:04,499.4143,397.8226,754.6194
01:03:05,499.3472,397.4005,755.0463
01:03:06,499.0907,398.7345,754.2276
01:03:07,500.0691,397.172,754.6763
01:03:08,500.1539,404.0257,755.2928
01:03:09,502.4782,397.0347,754.7523
01:03:10,504.5809,405.4538,754.7751
01:03:11,501.4007,398.8767,754.6831
01:03:12,499.3709,395.6448,755.1289
01:03:13,501.8756,398.144,754.5909
01:03:14,300.5497,402.8035,754.8962
01:03:15,296.9107,403.1678,755.2133
01:03:16,302.8477,400.4807,755.144
01:03:17,300.9212,400.8622,755.314
01:03:18,300.4055,401.8987,755.26
01:03:19,301.5457,395.6229,755.4169
01:03:20,300.7842,398.2549,755.0697
01:03:21,297.1755,394.5096,755.4178
01:03:22,299.513,398.6527,755.1082
01:03:23,302.8198,402.8478,755.626
01:03:24,501.7601,402.1523,755.4555
01:03:25,508.503,406.8635,755.6973
01:03:26,500.9322,400.5002,755.5076
01:03:27,502.2131,393.5305,755.7301
01:03:28,501.636,405.0682,755.9248
01:03:29,500.3592,403.8468,755.3679
01:03:30,503.4173,398.2521,755.4405
01:03:31,503.2865,400.6678,755.4978
01:03:32,508.816,402.3384,756.0846
01:03:33,503.5982,401.1541,756.0466
01:03:34,501.2747,402.0891,755.876
01:03:35,509.4023,399.6619,756.3674
01:03:36,508.423,399.8835,756.1463
01:03:37,504.1598,400.2643,755.8527
01:03:38,500.4624,397.631,756.0175
01:03:39,503.7817,404.2689,755.9957
01:03:40,504.7852,400.019,756.5152
01:03:41,506.2212,402.0594,756.2555
01:03:42,504.7521,397.4352,756.1928
01:03:43,507.0111,396.7743,756.3632
01:03:44,507.0044,399.7271,756.3627
01:03:45,502.2272,399.2417,756.7519
01:03:46,503.2886,403.5845,756.728
01:03:47,504.065,401.8182,756.7441
01:03:48,504.9234,401.6215,756.8178
01:03:49,505.6464,395.6652,756.7941
01:03:50,506.8094,397.0969,756.6465
01:03:51,497.851,400.6062,756.9951
01:03:52,505.7368,398.9564,756.7729
01:03:53,511.0071,403.8703,756.7729
01:03:54,504.2542,404.0235,756.8223
01:03:55,510.4328,398.2576,757.2607
01:03:56,508.8625,402.6254,757.3324
01:03:57,507.907,404.1863,756.8335
01:03:58,508.7266,400.963,757.2045
01:03:59,503.6718,404.8701,757.333
01:04:00,508.3038,403.1873,757.2088
01:04:01,513.5622,400.6423,757.5309
01:04:02,509.241,402.6304,757.4771
01:04:03,509.2681,400.5832,757.4429
01:04:04,507.1421,398.7553,757.4088
01:04:05,509.4552,401.0754,757.7021
01:04:06,510.4503,400.1087,757.7826
01:04:07,511.2404,398.9061,757.7522
01:04:08,509.0532,405.3131,757.6556
01:04:09,509.675,400.6638,757.9326
01:04:10,516.6705,408.1911,757.6113
01:04:11,504.0417,399.1115,757.8655
01:04:12,517.7247,401.6929,758.1594
01:04:13,512.2709,404.7479,757.8852
01:04:14,514.4824,408.1877,757.7969
01:04:15,506.7158,400.9107,758.3964
01:04:16,510.1664,397.6292,758
01:04:17,511.3324,402.4101,758.1788
01:04:18,513.6669,396.0403,757.9704
01:04:19,507.6222,399.1785,758.2287
01:04:20,514.2836,400.8156,758.3042
01:04:21,509.4678,404.4687,758.2508
01:04:22,513.5443,404.3114,758.3537
01:04:23,515.5438,399.9173,758.5675
01:04:24,514.8106,402.7718,758.0833
01:04:25,517.3215,399.0362,758.4423
01:04:26,517.3374,401.9834,758.0395
01:04:27,512.6134,405.7459,758.4794
01:04:28,515.5855,400.4703,758.8952
01:04:29,512.2307,399.0984,758.7323
01:04:30,511.3491,48.4999,758.577
01:04:31,518.3406,52.14941,758.5446
01:04:32,515.8189,54.01187,758.7513
01:04:33,515.9075,56.37704,758.8898
01:04:34,519.06,50.16214,758.7136
01:04:35,518.3654,50.48911,759.0653
01:04:36,517.8879,48.10188,758.6103
01:04:37,520.8442,54.83597,758.4046
01:04:38,520.1395,49.77365,758.6846
01:04:39,518.3263,48.58029,758.824
01:04:40,515.7931,56.55272,758.8183
01:04:41,516.1668,52.42964,758.7519
01:04:42,521.9551,52.14903,759.2168
01:04:43,513.8005,46.98329,758.6536
01:04:44,518.8197,51.30196,758.9055
01:04:45,513.3034,51.56043,758.8364
01:04:46,522.4678,46.72327,758.9614
01:04:47,522.2473,49.32262,758.9484
01:04:48,519.921,48.78523,759.2022
01:04:49,519.9595,51.58358,758.9227
01:04:50,512.9669,396.9791,758.9907
01:04:51,522.4221,403.2671,759.1985
01:04:52,514.353,405.3546,759.418
01:04:53,514.223,399.0887,758.8527
01:04:54,521.6699,399.9739,759.6056
01:04:55,518.8325,401.5199,759.0914
01:04:56,523.1588,403.6098,759.4177
01:04:57,524.2,401.5661,759.5186
01:04:58,524.9852,401.1911,759.5934
01:04:59,520.5796,398.5516,759.2449
01:05:00,524.2404,399.3055,759.3725
01:05:01,523.4311,401.8402,759.9675
01:05:02,525.8422,405.0486,759.8789
01:05:03,525.2049,401.7052,760.0543
01:05:04,526.5201,396.3819,760.0717
01:05:05,523.6581,401.2992,759.9295
01:05:06,523.837,399.7236,760.0265
01:05:07,527.5239,399.2678,760.5347
01:05:08,518.3487,399.3424,759.9985
01:05:09,523.4219,397.3607,760.1421
01:05:10,521.3367,399.0376,759.9075
01:05:11,524.2103,397.6468,759.8944
01:05:12,527.5104,398.9051,759.9308
01:05:13,528.2443,400.3518,760.1129
01:05:14,522.9214,400.523,759.8397
01:05:15,524.7485,399.353,759.6294
01:05:16,526.7645,399.5422,760.0106
01:05:17,525.6656,400.1011,759.9127
01:05:18,527.6304,401.3748,760.056
01:05:19,528.1044,403.8449,760.0169
01:05:20,524.2902,401.8603,760.1458
01:05:21,526.7207,399.14,760.1802
01:05:22,521.0217,401.794,759.7349
01:05:23,531.0163,399.2634,759.6951
01:05:24,525.8506,394.6578,760.1005
01:05:25,524.2793,392.9583,760.0613
01:05:26,527.2772,394.8592,759.8122
01:05:27,523.8965,399.2886,760.2475
01:05:28,528.2583,398.1411,760.0066
01:05:29,526.7723,397.8395,760.0247
01:05:30,535.1159,400.122,760.0548
01:05:31,532.1211,398.0231,760.1508
01:05:32,521.333,398.1085,760.3049
01:05:33,530.2603,401.8289,759.9476
01:05:34,524.8492,402.347,759.6539
01:05:35,528.3802,407.3098,760.2027
01:05:36,529.735,400.9072,759.8145
01:05:37,531.5757,400.175,760.2487
01:05:38,528.5986,398.2776,759.8821
01:05:39,534.2262,399.4144,760.2983
01:05:40,528.1283,399.8484,759.8388
01:05:41,530.6217,394.7327,759.7775
01:05:42,531.6957,399.2279,760.1914
01:05:43,530.0135,402.2486,759.7274
01:05:44,532.4515,398.2877,760.1361
01:05:45,530.823,401.4827,760.0876
01:05:46,527.5398,402.9743,759.9713
01:05:47,524.509,403.2314,759.9317
01:05:48,535.5278,402.3305,760.4116
01:05:49,528.1594,393.2205,759.9251
01:05:50,530.2981,398.3069,759.962
01:05:51,531.6865,402.7045,759.8123
01:05:52,530.3408,401.184,759.8373
01:05:53,527.2828,400.0146,759.8833
01:05:54,528.5849,401.3108,760.3419
01:05:55,529.5983,403.3902,759.9219
01:05:56,534.3889,400.4613,759.862
01:05:57,527.3426,397.7241,759.9104
01:05:58,532.2462,399.4595,760.1429
01:05:59,530.7792,399.3766,759.7369
01:06:00,529.107,402.6902,760.1254
01:06:01,526.5871,401.2369,759.7337
01:06:02,528.8491,401.6426,759.9738
01:06:03,529.3791,400.4435,759.6346
01:06:04,525.1629,398.9132,760.1072
01:06:05,530.0738,400.1834,760.1386
01:06:06,526.9508,400.6501,759.8625
01:06:07,529.0498,395.8056,760.0635
01:06:08,530.2504,400.5366,760.0326
01:06:09,526.4314,402.7828,760.2318
01:06:10,528.1788,399.6695,760.0257
01:06:11,529.9865,404.7172,760.2079
01:06:12,523.3161,401.6815,759.9766
01:06:13,531.8137,398.739,759.8703
01:06:14,535.856,399.5382,759.9924
01:06:15,531.3324,399.1744,759.9601
01:06:16,527.3735,400.7234,760.1763
01:06:17,529.4683,402.2641,759.9888
01:06:18,524.9311,399.1243,759.8318
01:06:19,533.5244,401.3753,759.969
01:06:20,530.5599,405.2659,760.2377
01:06:21,529.9422,82.79447,759.917
01:06:22,524.7903,82.47579,759.8683
01:06:23,528.211,77.55558,760.1968
01:06:24,525.4052,78.39739,760.0202
01:06:25,525.9703,80.72765,759.9275
01:06:26,525.0149,79.69806,759.8522
01:06:27,523.464,75.12485,759.704
01:06:28,523.6272,75.45673,760.0307
01:06:29,525.532,83.07857,759.9366
01:06:30,520.8697,77.72562,760.0638
01:06:31,527.5899,86.23503,759.7087
01:06:32,525.2109,73.33404,760.2644
01:06:33,527.4556,81.34629,760.0974
01:06:34,525.9574,80.00188,759.6867
01:06:35,526.4185,77.73128,760.2114
01:06:36,520.2703,81.21297,759.8825
01:06:37,521.4398,77.61844,760.0604
01:06:38,522.9377,82.57935,760.0439
01:06:39,524.3829,80.20061,759.8244
01:06:40,527.2127,75.08184,759.4277
01:06:41,522.7266,392.7258,760.1071
01:06:42,527.1487,399.1485,759.9316
01:06:43,524.5555,403.4374,759.8804
01:06:44,526.4146,400.5435,760.0838
01:06:45,523.034,400.1628,759.8621
01:06:46,520.4416,402.0633,760.1342
01:06:47,517.7249,395.8198,760.0302
01:06:48,522.3908,404.2761,759.8017
01:06:49,524.1336,397.3184,760.1674
01:06:50,520.5524,400.1133,760.0949
01:06:51,519.5585,398.9093,760.2504
01:06:52,520.0044,400.4487,759.8215
01:06:53,517.3888,394.1664,759.8209
01:06:54,518.9467,404.5717,760.0627
01:06:55,519.6298,401.6374,760.1334
01:06:56,520.055,406.0298,760.1656
01:06:57,519.4708,404.25,760.0013
01:06:58,521.2403,400.0344,759.9528
01:06:59,519.4779,397.1829,760.1306
01:07:00,524.3352,394.7833,760.3929
01:07:01,519.5721,400.0509,760.1769
01:07:02,523.7923,400.6575,760.0169
01:07:03,515.9521,403.1375,759.8851
01:07:04,519.4438,397.1471,760.1
01:07:05,516.8263,402.3844,759.9032
01:07:06,519.1505,400.2143,760.0477
01:07:07,518.8753,397.6789,760.1556
01:07:08,510.2792,402.3225,760.1849
01:07:09,512.6005,400.797,760.1176
01:07:10,512.0036,399.2947,760.2756
01:07:11,517.2778,405.6319,760.3702
01:07:12,520.2294,401.8277,759.6205
01:07:13,514.5857,399.6692,759.6443
01:07:14,517.7514,400.8324,759.8155
01:07:15,516.7005,400.2611,759.6004
01:07:16,511.6595,400.5208,759.9286
01:07:17,515.7585,401.3608,759.9327
01:07:18,512.0635,398.1894,760.0501
01:07:19,518.6224,397.6089,760.0572
01:07:20,513.7317,401.0819,759.8628
01:07:21,518.4948,405.6553,759.8373
01:07:22,512.0706,399.0795,760.1587
01:07:23,514.8747,396.9618,759.9236
01:07:24,512.6803,399.2844,759.7258
01:07:25,506.5669,398.548,760.0021
01:07:26,509.4524,399.018,760.0408
01:07:27,514.0042,401.4266,759.9178
01:07:28,511.7718,399.61,760.1327
01:07:29,508.3521,398.2169,760.0452
01:07:30,509.6031,398.6687,759.9574
01:07:31,512.0068,396.0324,759.9912
01:07:32,508.0573,397.4214,760.0916
01:07:33,513.7416,395.761,759.9117
01:07:34,508.6773,398.452,759.789
01:07:35,515.8109,396.7447,759.9689
01:07:36,506.932,397.8785,760.0258
01:07:37,510.5588,399.095,760.1019
01:07:38,505.1901,396.3987,740.4909
01:07:39,507.3768,399.9419,740.896
01:07:40,507.5648,401.0211,741.5911
01:07:41,510.348,397.1103,741.9273
01:07:42,511.7723,403.3418,742.5833
01:07:43,509.6518,395.2417,742.8695
01:07:44,507.4382,398.8246,743.3456
01:07:45,510.8135,395.5459,743.7816
01:07:46,510.5759,398.9661,744.0626
01:07:47,508.3547,396.0283,744.5021
01:07:48,509.5252,398.2755,744.9296
01:07:49,508.87,397.7779,745.907
01:07:50,504.4935,396.445,745.9318
01:07:51,509.5585,393.8054,746.5756
01:07:52,505.1362,401.6952,746.8667
01:07:53,505.1268,406.0004,747.5719
01:07:54,507.3028,406.67,747.7823
01:07:55,505.6856,398.5235,747.7421
01:07:56,506.0514,399.862,748.3064
01:07:57,508.0744,398.6028,748.9283
01:07:58,509.273,400.2278,749.1795
01:07:59,505.3854,397.2437,749.9405
01:08:00,506.8118,394.2416,749.8373
01:08:01,504.9659,399.8907,749.8896
01:08:02,506.2244,396.3246,750.6357
01:08:03,506.713,394.2927,750.7051
01:08:04,503.4024,407.1227,751.2318
01:08:05,505.9401,399.3,751.7656
01:08:06,506.7841,401.2116,751.9335
01:08:07,505.1256,403.5774,752.2474
01:08:08,509.9085,394.9457,752.4574
01:08:09,502.7662,401.2394,752.7707
01:08:10,502.2562,401.5052,753.0763
01:08:11,499.0957,400.2492,752.8277
01:08:12,506.9572,400.4734,753.7505
01:08:13,506.7099,398.4162,754.148
01:08:14,503.7543,402.1692,753.9623
01:08:15,506.5772,397.4502,754.1831
01:08:16,504.3231,397.6108,754.8711
01:08:17,504.5369,402.176,754.6985
01:08:18,503.8983,405.0596,754.911
01:08:19,504.7765,398.8408,755.6453
01:08:20,503.6611,398.4848,755.591
01:08:21,511.62,401.2242,756.199
01:08:22,499.662,403.2171,755.9134
01:08:23,494.4371,402.9039,756.2646
01:08:24,496.578,400.8104,756.6452
01:08:25,496.72,398.0968,756.9099
01:08:26,498.6992,401.8893,757.0904
01:08:27,499.4946,399.7623,757.2258
01:08:28,499.3444,404.1308,757.3259
01:08:29,501.624,395.7754,757.4342
01:08:30,501.1678,400.4237,757.818
01:08:31,502.2537,403.8692,757.8101
01:08:32,505.3348,398.5152,758.1312
01:08:33,503.6692,398.1255,758.4175
01:08:34,496.1502,397.1991,757.897
01:08:35,493.0131,399.1638,758.8484
01:08:36,502.7058,399.3984,758.4955
01:08:37,494.4931,400.4102,759.0133
01:08:38,402.1903,397.35,759.1822
01:08:39,404.0664,400.2476,758.6937
01:08:40,412.5915,398.1884,759.1323
01:08:41,407.6324,398.8938,759.8933
01:08:42,408.228,397.4855,759.2539
01:08:43,412.3474,399.1526,759.4848
01:08:44,414.2474,410.7096,759.5381
01:08:45,415.5701,410.2226,759.8036
01:08:46,415.3643,403.4408,759.84
01:08:47,415.3322,402.3618,759.4982
01:08:48,421.7395,396.1656,759.6592
01:08:49,418.5314,398.2462,759.8686
01:08:50,421.2134,398.1418,759.8352
01:08:51,430.0336,401.6059,760.3945
01:08:52,426.4933,401.449,760.0096
01:08:53,429.019,400.3254,760.0375
01:08:54,433.8095,398.9791,759.8043
01:08:55,431.8597,397.2225,759.726
01:08:56,437.4781,400.016,760.1557
01:08:57,434.9648,403.4174,759.9605
01:08:58,440.6284,401.2821,760.1298
01:08:59,441.048,400.5431,759.8337
01:09:00,440.071,401.9724,760.1792
01:09:01,439.6429,401.7527,759.6373
01:09:02,440.6207,395.1506,760.3133
01:09:03,444.4298,400.0563,760.1693
01:09:04,445.3956,398.7221,760.022
01:09:05,446.934,393.8979,759.7678
01:09:06,452.5406,396.0143,759.9205
01:09:07,450.1069,399.0403,760.0509
01:09:08,455.821,402.4763,760.2416
01:09:09,452.1651,399.3121,759.7933
01:09:10,458.0277,400.7868,760.259
01:09:11,454.8732,397.3061,760.5536
01:09:12,458.2797,393.5281,759.9009
01:09:13,461.9522,400.2818,760.0938
01:09:14,459.0681,397.1465,759.8685
01:09:15,460.2452,403.5178,759.6566
01:09:16,468.8002,405.2053,760.2941
01:09:17,466.853,398.8849,760.1388
01:09:18,463.894,403.5786,759.8979
01:09:19,468.3068,402.8609,760.0227
01:09:20,466.4298,395.7549,759.954
01:09:21,470.7577,399.8999,759.7077
01:09:22,473.9975,400.7834,759.4235
01:09:23,466.0265,401.569,759.9905
01:09:24,474.9966,402.0304,759.9075
01:09:25,477.3339,402.0232,759.8847
01:09:26,474.1324,402.0352,759.8308
01:09:27,480.2388,399.0623,759.6366
01:09:28,476.4562,401.1377,759.8957
01:09:29,473.2486,393.2413,760.0323
01:09:30,471.3295,396.4949,759.7876
01:09:31,477.8398,403.6059,760.0901
01:09:32,481.8906,398.0178,759.9454
01:09:33,481.5922,400.9827,759.9797
01:09:34,482.7508,404.5244,759.7142
01:09:35,480.6287,397.3333,759.8471
01:09:36,483.622,397.1221,760.082
01:09:37,479.084,398.5218,759.842
01:09:38,482.5097,401.3232,760.0323
01:09:39,483.1036,399.3857,760.3956
01:09:40,487.8692,397.0666,760.1591
01:09:41,486.9975,395.2812,760.2075
01:09:42,484.2834,398.8892,760.4721
01:09:43,488.4114,399.3366,760.2351
01:09:44,487.0406,398.3944,760.0795
01:09:45,487.7599,399.2141,760.3902
01:09:46,492.9824,396.7138,759.8191
01:09:47,491.3403,401.6477,759.8636
01:09:48,492.7851,393.4761,760.4037
01:09:49,494.8119,400.4338,760.0909
01:09:50,493.2508,402.0071,759.9916
01:09:51,494.8926,397.4535,760.0916
01:09:52,495.7989,399.8287,759.9472
01:09:53,497.7518,70.87536,759.9416
01:09:54,496.1376,68.15614,759.9226
01:09:55,499.3967,69.95907,759.8892
01:09:56,495.6578,71.23634,759.8113
01:09:57,495.8564,67.18855,759.988
01:09:58,501.494,72.50547,759.8851
01:09:59,495.2309,73.28362,760.2884
01:10:00,497.1014,70.96354,760.0471
01:10:01,500.1996,70.04534,760.2043
01:10:02,498.1994,66.50652,759.972
01:10:03,502.2548,71.48452,759.9837
01:10:04,501.4124,66.35245,760.2516
01:10:05,499.4347,74.77236,760.2937
01:10:06,496.4569,71.57943,760.0066
01:10:07,500.7001,70.79446,760.3385
01:10:08,495.0421,68.81921,760.0951
01:10:09,500.0934,63.47107,760.0737
01:10:10,501.9353,66.41304,760.4384
01:10:11,500.2791,71.09599,760.3071
01:10:12,502.389,77.23733,760.1815
01:10:13,505.9566,402.2207,760.0805
01:10:14,502.6818,400.9292,759.8923
01:10:15,500.7608,398.374,759.977
01:10:16,501.915,400.3668,760.3644
01:10:17,501.2765,402.8868,759.5957
01:10:18,496.0558,399.2381,759.8726
01:10:19,498.7508,405.6753,759.9622
01:10:20,503.6741,396.3392,760.0297
01:10:21,499.8692,398.8713,759.6432
01:10:22,501.7473,400.1573,760.1058
01:10:23,496.9805,394.1382,760.1459
01:10:24,500.1936,401.6963,759.812
01:10:25,501.8009,400.2334,759.9481
01:10:26,495.9155,400.2421,759.7573
01:10:27,501.0428,402.3841,760.3249
01:10:28,499.4545,403.1311,760.0747
01:10:29,497.1814,402.4066,759.9498
01:10:30,499.8874,398.5935,759.8149
01:10:31,494.3111,399.8602,760.0197
01:10:32,493.6161,401.0604,760.3369
01:10:33,496.4692,396.2296,760.0551
01:10:34,497.0284,396.8919,760.0707
01:10:35,496.4809,398.7191,759.7599
01:10:36,494.8237,400.233,760.0332
01:10:37,500.8647,405.3728,760.1552
01:10:38,495.2174,402.3918,759.7237
01:10:39,500.3307,398.6725,760.2257
01:10:40,502.3612,398.1127,760.4931
01:10:41,499.9933,404.6014,759.6884
01:10:42,500.2793,408.2006,759.5867
01:10:43,498.8655,400.5023,759.9855
01:10:44,495.552,398.5634,760.1518
01:10:45,499.8685,395.762,759.9837
01:10:46,502.8825,402.925,759.9683
01:10:47,505.2147,400.8692,760.0013
01:10:48,498.7094,403.4962,759.7871
01:10:49,495.118,397.2739,759.6712
01:10:50,500.499,400.7217,760.3163
01:10:51,501.1288,398.0379,760.0585
01:10:52,499.3191,403.8249,759.7625
01:10:53,496.5533,398.3464,760.2152
01:10:54,506.073,399.7378,759.7405
01:10:55,492.9214,398.9565,759.9756
01:10:56,498.4701,402.9819,760.1482
01:10:57,496.0351,401.2853,759.8319
01:10:58,498.0916,396.9874,759.9301
01:10:59,500.9536,398.1019,760.0059
01:11:00,500.4141,396.8629,760.3905
01:11:01,497.8678,401.5171,760.0918
01:11:02,502.331,400.9959,759.9201
01:11:03,501.8672,395.0938,759.9549
01:11:04,501.9421,394.2795,759.9439
01:11:05,498.7231,399.8788,760.2613
01:11:06,503.1457,402.0916,759.9431
01:11:07,501.9821,400.5064,759.8417
01:11:08,507.5263,395.3686,760.0481
01:11:09,503.1904,395.3446,759.9811
01:11:10,503.4708,402.6012,760.1586
01:11:11,500.1589,399.5639,760.1919
01:11:12,496.1348,398.8413,760.2174
01:11:13,498.8863,403.9486,760.1294
